קוד זיהוי,שדה1,שדה2,שדה3,שדה4,שדה5,שדה6,שדה7,שדה8,שדה9,שדה10,שדה11,שדה12,שדה13,שדה14,שדה15,שדה16,שדה17,שדה18,שדה19,שדה20,שדה21,שדה22,שדה23,שדה24,שדה25,שדה26,שדה27,שדה28,שדה29,שדה30,שדה31,שדה32
3281,1554,1556,תל בית מרסים,141/096,יהודה,בראון אליוט,6.1982,ברונזה ביניימית,,מרגלות תל,קבר,,,קבר,,"חא פ-פא, עמ 37-38",,,,,,,,,,,,,,,,
3282,1554,1556,תל בית מרסים,141/096,יהודה,בראון אליוט,6.1982,ברונזה מאוחרת 1,,מרגלות תל,קבר,,,קבר,,"חא פ-פא, עמ 37-38",,,,,,,,,,,,,,,,
3283,1554,1556,תל בית מרסים,141/096,יהודה,בראון אליוט,6.1982,ברונזה תיכונה 2,,מרגלות תל,קבר,,,קבר,,"חא פ-פא, עמ 37-38",,,,,,,,,,,,,,,,
3284,1554,1556,תל בית מרסים,141/096,יהודה,בראון אליוט,6.1982,ברזל 2,,מרגלות תל,קבר,,,קבר,,"חא פ-פא, עמ 37-38",,,,,,,,,,,,,,,,
3285,1557,1557,תל בלטה,177/179,שומרון,אל פאני איברהים,1-7.1976,ברונזה מאוחרת 1,,מערה,קבר,,,קבר,,"חא נט-ס, עמ 23-24",,,,,,,,,,,,,,,,
3286,1557,1557,תל בלטה,177/179,שומרון,אל פאני איברהים,1-7.1976,ברונזה קדומה 1,,מערה,קבר,,,קבר,,"חא נט-ס, עמ 23-24",,,,,,,,,,,,,,,,
3287,1557,1557,תל בלטה,177/179,שומרון,אל פאני איברהים,1-7.1976,ברונזה תיכונה 2,,מערה,קבר,,,קבר,,"חא נט-ס, עמ 23-24",,,,,,,,,,,,,,,,
3288,1557,1557,תל בלטה,177/179,שומרון,אל פאני איברהים,1-7.1976,כלקולית,,מערה,קבר,,,קבר,,"חא נט-ס, עמ 23-24",,,,,,,,,,,,,,,,
3289,1558,1558,תל ברום,20440/29215,עמק החולה,דמתי עמנואל,6.1996,ביזנטית,לפני 580 לספירה,תל,כפרי?,,,שרידי בנייה,,חא 112 עמ 13,,,,,,,,,,,,,,,,
3290,1558,1558,תל ברום,20440/29215,עמק החולה,דמתי עמנואל,6.1996,ממלוכית,מאה 13-14 לספירה,תל,כפרי?,,,שרידי בנייה,,חא 112 עמ 13,,,,,,,,,,,,,,,,
3291,1558,1558,תל ברום,20440/29215,עמק החולה,דמתי עמנואל,6.1996,רומית,,תל,כפרי?,,,שרידי בנייה,,חא 112 עמ 13,,,,,,,,,,,,,,,,
3292,1558,1559,תל ברום,204/292,עמק החולה,ליבנה מיכה,7-8.1966,ביזנטית,,חירבה,כפרי,,,שרידי בנייה,,"חא כ, עמ 4-5",,,,,,,,,,,,,,,,
3293,1558,1559,תל ברום,204/292,עמק החולה,ליבנה מיכה,7-8.1966,ממלוכית,,חירבה,כפרי,,,שרידי בנייה,,"חא כ, עמ 4-5",,,,,,,,,,,,,,,,
3294,1560,1560,תל גבתה,170/231,עמק יזרעאל,גוטמן שמריה,5-6.1975,ביזנטית,,תל,עירוני,,,שרידי בנייה,,"חא נו, עמ 18",,,,,,,,,,,,,,,,
3295,1560,1560,תל גבתה,170/231,עמק יזרעאל,גוטמן שמריה,5-6.1975,מוסלמי קדום,,תל,עירוני,,,שרידי בנייה,,"חא נו, עמ 18",,,,,,,,,,,,,,,,
3296,1560,1560,תל גבתה,170/231,עמק יזרעאל,גוטמן שמריה,5-6.1975,ממלוכית,,תל,עירוני,,,שרידי בנייה,,"חא נו, עמ 18",,,,,,,,,,,,,,,,
3297,1561,1561,תל גודד,14155/11501,יהודה,שגיב נחום ואחרים,1994,רומית - ביזנטית,,אמת מים,כפרי?,,,שרידי בנייה,,"חא 106, עמ 149-151",,,,,,,,,,,,,,,,
3298,1561,1562,תל גודד,1416/1155,יהודה,שגיב נחום ואחרים,4-12.1990.,הלניסטית,,מערה,קבר,,,קבר,,"חא 100, עמ 82-83",,,,,,,,,,,,,,,,
3299,1561,1562,תל גודד,1416/1155,יהודה,שגיב נחום ואחרים,4-12.1990.,רומית,מאה 1-2 לספירה,מערה,קבר,,,קבר,,"חא 100, עמ 82-83",,,,,,,,,,,,,,,,
3300,1563,1563,תל גמה,09700/08836,חוף הים הדרומי,נחשוני פרחיה,7.1998,רומית - ביזנטית,,מרגלות תל,כפרי,,,שרידי בנייה,,"חא 111, עמ 143",,,,,,,,,,,,,,,,
3301,1564,1564,תל גת חפר,1801/2381,גליל תחתון,גל צבי,9.1992,ברונזה קדומה 2,,חירבה,כפרי,,,שרידי בנייה,,"חא 101-102, עמ 47-48",,,,,,,,,,,,,,,,
3302,1564,1564,תל גת חפר,1801/2381,גליל תחתון,גל צבי,9.1992,ברונזה תיכונה 2ב,,חירבה,כפרי,,,שרידי בנייה,,"חא 101-102, עמ 47-48",,,,,,,,,,,,,,,,
3303,1564,1564,תל גת חפר,1801/2381,גליל תחתון,גל צבי,9.1992,ברזל 2,,חירבה,כפרי,,,שרידי בנייה,,"חא 101-102, עמ 47-48",,,,,,,,,,,,,,,,
3304,1564,1564,תל גת חפר,1801/2381,גליל תחתון,גל צבי,9.1992,פרסית,,חירבה,כפרי,,,קרמיקה בלבד,,"חא 101-102, עמ 47-48",,,,,,,,,,,,,,,,
3305,1564,1565,תל גת חפר,180/238,גליל תחתון,קובלו פארן קרן,11-12.1995,ברונזה קדומה 2,,מרגלות תל,כפרי,,,שרידי בנייה,,"חא 107, עמ 25-26",,,,,,,,,,,,,,,,
3306,1735,1742,תל דובר,2091-5/2321-4,עמק הירדן,רפיואנו יהודה,7-9.1997,ניאולית קראמית ב',,תל,כפרי?,,,שרידי בנייה,בור,"חא 113, עמ' 21-23",,,,,,,,,,,,,,,,
3307,1735,1742,תל דובר,2091-5/2321-4,עמק הירדן,רפיואנו יהודה,7-9.1997,כלקולית,,תל,כפרי?,,,קרמיקה בלבד,,"חא 113, עמ' 21-23",,,,,,,,,,,,,,,,
3308,1735,1742,תל דובר,2091-5/2321-4,עמק הירדן,רפיואנו יהודה,7-9.1997,ברונזה מאוחרת,,תל,כפרי?,,,שרידי בנייה,,"חא 113, עמ' 21-23",,,,,,,,,,,,,,,,
3309,1735,1742,תל דובר,2091-5/2321-4,עמק הירדן,רפיואנו יהודה,7-9.1997,ברזל 2א',"מאה 10-11 לפנה""ס",תל,עירוני,,,שרידי בנייה,יסודות של מיתקנים וכן קברים,"חא 113, עמ' 21-23",,,,,,,,,,,,,,,,
3310,1735,1742,תל דובר,2091-5/2321-4,עמק הירדן,רפיואנו יהודה,7-9.1997,הלניסטית,,תל,כפרי?,,,שרידי בנייה,,"חא 113, עמ' 21-23",,,,,,,,,,,,,,,,
3311,1735,1742,תל דובר,2091-5/2321-4,עמק הירדן,רפיואנו יהודה,7-9.1997,רומית,מאה 1-4 לספירה,תל,עירוני,,,שרידי בנייה,שלושה שלבי בנייה,"חא 113, עמ' 21-23",,,,,,,,,,,,,,,,
3312,1735,1742,תל דובר,2091-5/2321-4,עמק הירדן,רפיואנו יהודה,7-9.1997,ביזנטית,מאה 6-7 לספירה,תל,עירוני,,,שרידי בנייה,שני שלבי בנייה,"חא 113, עמ' 21-23",,,,,,,,,,,,,,,,
3313,1735,1742,תל דובר,2091-5/2321-4,עמק הירדן,רפיואנו יהודה,7-9.1997,אומאי,מאה 7-8 לספירה,תל,עירוני,,,שרידי בנייה,,"חא 113, עמ' 21-23",,,,,,,,,,,,,,,,
3314,1735,1742,תל דובר,2091-5/2321-4,עמק הירדן,רפיואנו יהודה,7-9.1997,עבאסי,מאה 8-10 לספירה,תל,עירוני,,,שרידי בנייה,שני שלבי בנייה,"חא 113, עמ' 21-23",,,,,,,,,,,,,,,,
3315,1735,1742,תל דובר,2091-5/2321-4,עמק הירדן,רפיואנו יהודה,7-9.1997,ממלוכית,מאה 13-15 לספירה,תל,כפרי,,,שרידי בנייה,,"חא 113, עמ' 21-23",,,,,,,,,,,,,,,,
3316,1566,1566,תל דלהמיה,205/230,עמק הירדן,צורי נחמיה,1968,ברונזה מאוחרת,,חירבה,עירוני,,,שרידי בנייה,,"חא לג, עמ 14-15",,,,,,,,,,,,,,,,
3317,1566,1566,תל דלהמיה,205/230,עמק הירדן,צורי נחמיה,1968,ברזל 1,,חירבה,עירוני,,,שרידי בנייה,,"חא לג, עמ 14-15",,,,,,,,,,,,,,,,
3318,1566,1566,תל דלהמיה,205/230,עמק הירדן,צורי נחמיה,1968,ברזל 2,,חירבה,עירוני,,,שרידי בנייה,,"חא לג, עמ 14-15",,,,,,,,,,,,,,,,
3319,1566,1566,תל דלהמיה,205/230,עמק הירדן,צורי נחמיה,1968,הלניסטית,,חירבה,עירוני,,,שרידי בנייה,,"חא לג, עמ 14-15",,,,,,,,,,,,,,,,
3320,1566,1566,תל דלהמיה,205/230,עמק הירדן,צורי נחמיה,1968,כלקולית,,חירבה,כפרי?,,,שרידי בנייה,,"חא לג, עמ 14-15",,,,,,,,,,,,,,,,
3321,1566,1566,תל דלהמיה,205/230,עמק הירדן,צורי נחמיה,1968,מוסלמי קדום,,חירבה,עירוני,,,שרידי בנייה,,"חא לג, עמ 14-15",,,,,,,,,,,,,,,,
3322,1567,1567,תל דן,294/211,גליל עליון,ייבין זאב,12.1963,ברונזה קדומה 2,,חומה,עירוני,,,שרידי בנייה,,"חא ט, עמ 10-11",,,,,,,,,,,,,,,,
3323,1567,1567,תל דן,294/211,גליל עליון,ייבין זאב,12.1963,ברונזה תיכונה,,חומה,עירוני,,,שרידי בנייה,,"חא ט, עמ 10-11",,,,,,,,,,,,,,,,
3324,1567,1567,תל דן,294/211,גליל עליון,ייבין זאב,12.1963,ברזל 1,,חירבה,עירוני,,,שרידי בנייה,,"חא ט, עמ 10-11",,,,,,,,,,,,,,,,
3325,1568,1568,תל הדרים,1438/2253,,זיגלמן עזריאל,2.1976,רומית,,חירבה,קבר,,,קבר,,"חא נט-ס, עמ 63-64",,,,,,,,,,,,,,,,
3326,1569,1569,תל זריק,16225/22656,עמק יזרעאל,אושרי אבירם,4.1996,ברונזה תיכונה 2א,,תל,כפרי,,,כלי מתכת,,"חא 110, עמ 34-36",,,,,,,,,,,,,,,,
3327,1569,1569,תל זריק,16225/22656,עמק יזרעאל,אושרי אבירם,4.1996,כלקולית,,תל,כפרי,,,שרידי בנייה,ממגורה וקבר,"חא 110, עמ 34-36",,,,,,,,,,,,,,,,
3328,1570,1570,תל חי,293/204,גליל עליון,ברג דן,7.1978,ביזנטית,מאה 4 לספירה,מערה,קבר,,,קבר,,"חא סז-סח, עמ 74",,,,,,,,,,,,,,,,
3329,1571,1571,תל חי,293/204,גליל עליון,ברג דן,8.1977,ברונזה תיכונה 2,,מערה,,,,,חותם גליל בן התקופה בלבד,"חא סג-סד, עמ 7",,,,,,,,,,,,,,,,
3330,1571,1571,תל חי,293/204,גליל עליון,ברג דן,8.1977,רומית,,מערה,קבר,,,קבר,,"חא סג-סד, עמ 7",yes,,,,,,,,,,,,,,,
3331,1571,1572,תל חי,293/204,גליל עליון,פייג נורית,5.1982,רומית,מאה 3-4 לספירה,מערה,קבר,,,קבר,,"חא פ-פא, עמ 3",,,,,,,,,,,,,,,,
3332,1573,1573,תל חיים (איתמר),1792/1755,שומרון,היזמי חנניה,4.1987,רומית,מאה 1-4 לספירה,מערה,קבר,,,קבר,,"חא צג, עמ 60-61",,,,,,,,,,,,,,,,
3333,1574,1574,תל חליף,1373/0879,הנגב,אלון דוד,2.1974,ביזנטית,,תל,עירוני,,,שרידי בנייה,,"חא נא-נב, עמ 28-29",,,,,,,,,,,,,,,,
3334,1574,1574,תל חליף,1373/0879,הנגב,אלון דוד,2.1974,ברונזה קדומה 1,,תל,עירוני,,,שרידי בנייה,,"חא נא-נב, עמ 28-29",,,,,,,,,,,,,,,,
3335,1574,1574,תל חליף,1373/0879,הנגב,אלון דוד,2.1974,ברונזה תיכונה 1,,תל,עירוני,,,שרידי בנייה,,"חא נא-נב, עמ 28-29",,,,,,,,,,,,,,,,
3336,1574,1574,תל חליף,1373/0879,הנגב,אלון דוד,2.1974,כלקולית,,תל,עירוני,,,שרידי בנייה,,"חא נא-נב, עמ 28-29",,,,,,,,,,,,,,,,
3337,1574,1575,תל חליף,1373/0879,הנגב,אלון דוד,3.1977,ביזנטית,,מרגלות תל,כפרי?,,,קרמיקה בלבד,,"חא סב-סא, עמ 40",,,,,,,,,,,,,,,,
3338,1574,1575,תל חליף,1373/0879,הנגב,אלון דוד,3.1977,ברונזה קדומה 1,,מרגלות תל,כפרי,,,שרידי בנייה,,"חא סב-סא, עמ 40",,,,,,,,,,,,,,,,
3339,1574,1575,תל חליף,1373/0879,הנגב,אלון דוד,3.1977,ברונזה קדומה 2,,מרגלות תל,כפרי?,,,קרמיקה בלבד,,"חא סב-סא, עמ 40",,,,,,,,,,,,,,,,
3340,1574,1575,תל חליף,1373/0879,הנגב,אלון דוד,3.1977,ברזל,,מרגלות תל,כפרי?,,,קרמיקה בלבד,,"חא סב-סא, עמ 40",,,,,,,,,,,,,,,,
3341,1574,1576,תל חליף,1373/0879,הנגב,אלון דוד,11-12.1972,ביזנטית,,תל,עירוני,,,שרידי בנייה,,"חא מז, עמ 19-20",,,,,,,,,,,,,,,,
3342,1574,1576,תל חליף,1373/0879,הנגב,אלון דוד,11-12.1972,ברונזה קדומה 1,,תל,כפרי?,,,קרמיקה בלבד,,"חא מז, עמ 19-20",,,,,,,,,,,,,,,,
3343,1574,1576,תל חליף,1373/0879,הנגב,אלון דוד,11-12.1972,ברונזה קדומה 2,,תל,כפרי?,,,קרמיקה בלבד,,"חא מז, עמ 19-20",,,,,,,,,,,,,,,,
3344,1574,1576,תל חליף,1373/0879,הנגב,אלון דוד,11-12.1972,ברונזה תיכונה 1,,תל,עירוני,,,שרידי בנייה,,"חא מז, עמ 19-20",,,,,,,,,,,,,,,,
3345,1574,1576,תל חליף,1373/0879,הנגב,אלון דוד,11-12.1972,כלקולית,,תל,כפרי?,,,קרמיקה בלבד,,"חא מז, עמ 19-20",,,,,,,,,,,,,,,,
3346,1574,1577,תל חליף,1373/0879,הנגב,גייקובס פ,5.1985,ביזנטית,,מרגלות תל,עירוני,,,שרידי בנייה,,"חא פז, עמ 41",,,,,,,,,,,,,,,,
3347,1574,1577,תל חליף,1373/0879,הנגב,גייקובס פ,5.1985,ברונזה קדומה 1,,מרגלות תל,כפרי,,,שרידי בנייה,,"חא פז, עמ 41",,,,,,,,,,,,,,,,
3348,1574,1577,תל חליף,1373/0879,הנגב,גייקובס פ,5.1985,כלקולית,,מרגלות תל,כפרי,,,שרידי בנייה,,"חא פז, עמ 41",,,,,,,,,,,,,,,,
3349,1574,1577,תל חליף,1373/0879,הנגב,גייקובס פ,5.1985,מוסלמי קדום,,מרגלות תל,עירוני,,,שרידי בנייה,,"חא פז, עמ 41",,,,,,,,,,,,,,,,
3350,1574,1578,תל חליף,1373/0879,הנגב,גופנא רם,12.1965,ברונזה תיכונה 1,,מערה,קבר,,,קבר,,"חא יז, עמ 5",,,,,,,,,,,,,,,,
3351,1574,1579,תל חליף,1373/0879,הנגב,סיגר גו,3-4.1972,ברונזה קדומה,,מרגלות תל,כפרי?,,,קרמיקה בלבד,,"חא מג, עמ 18",,,,,,,,,,,,,,,,
3352,1574,1579,תל חליף,1373/0879,הנגב,סיגר גו,3-4.1972,ברזל 2,,מערה,קבר,,,קבר,,"חא מג, עמ 18",,,,,,,,,,,,,,,,
3353,1580,1580,תל חמאם,1628/2017,עמק הירדן,פורת פנחס,1981,ביזנטית,,מערה,קבר,,,קבר,,"חא פ-פא, עמ 8",,,,,,,,,,,,,,,,
3354,1580,1580,תל חמאם,1628/2017,עמק הירדן,פורת פנחס,1981,ברונזה תיכונה 1,,מערה,קבר,,,קבר,,"חא פ-פא, עמ 8",,,,,,,,,,,,,,,,
3355,1580,1580,תל חמאם,1628/2017,עמק הירדן,פורת פנחס,1981,הלניסטית,,חירבה,קבר,,,קבר,,"חא פ-פא, עמ 8",,,,,,,,,,,,,,,,
3356,1580,1580,תל חמאם,1628/2017,עמק הירדן,פורת פנחס,1981,רומית,,חירבה,קבר,,,קבר,,"חא פ-פא, עמ 8",,,,,,,,,,,,,,,,
3357,1581,1581,תל חמיד,1397/1456,חוף הים הדרומי,וולף שמואל,1-2.1998,ביזנטית,מאה 4 לפנהס,תל,כפרי?,,,שרידי בנייה,,"חא 110, עמ 73-74",,,,,,,,,,,,,,,,
3358,1581,1581,תל חמיד,1397/1456,חוף הים הדרומי,וולף שמואל,1-2.1998,ברונזה קדומה 4,,תל,כפרי?,,,קרמיקה בלבד,,"חא 110, עמ 73-74",,,,,,,,,,,,,,,,
3359,1581,1581,תל חמיד,1397/1456,חוף הים הדרומי,וולף שמואל,1-2.1998,ברזל 1,,תל,כפרי?,,,קרמיקה בלבד,,"חא 110, עמ 73-74",,,,,,,,,,,,,,,,
3360,1581,1581,תל חמיד,1397/1456,חוף הים הדרומי,וולף שמואל,1-2.1998,ברזל 2א,מאה 9-7 לפנהס,תל,כפרי?,,,שרידי בנייה,,"חא 110, עמ 73-74",,,,,,,,,,,,,,,,
3361,1581,1581,תל חמיד,1397/1456,חוף הים הדרומי,וולף שמואל,1-2.1998,ניאולית קראמית,,תל,כפרי?,,,קרמיקה בלבד,,"חא 110, עמ 73-74",,,,,,,,,,,,,,,,
3362,1581,1581,תל חמיד,1397/1456,חוף הים הדרומי,וולף שמואל,1-2.1998,פרסית,מאה 5 לפנהס,תל,כפרי?,,,שרידי בנייה,,"חא 110, עמ 73-74",,,,,,,,,,,,,,,,
3363,1581,1582,תל חמיד,1397/1456,חוף הים הדרומי,וולף שמואל ושביט אלון,4-7.1996,ביזנטית,,תל,כפרי,,,שרידי בנייה,,"חא 109, עמ 104-107",,,,,,,,,,,,,,,,
3364,1581,1582,תל חמיד,1397/1456,חוף הים הדרומי,וולף שמואל ושביט אלון,4-7.1996,ברזל 2א,מאה 10-9 לפנהס,תל,כפרי,,,שרידי בנייה,,"חא 109, עמ 104-107",,,,,,,,,,,,,,,,
3365,1581,1582,תל חמיד,1397/1456,חוף הים הדרומי,וולף שמואל ושביט אלון,4-7.1996,ברזל 2ב,מאה 8 לפנהס,תל,כפרי,,,שרידי בנייה,,"חא 109, עמ 104-107",,,,,,,,,,,,,,,,
3366,1581,1582,תל חמיד,1397/1456,חוף הים הדרומי,וולף שמואל ושביט אלון,4-7.1996,פרסית,,תל,כפרי,,,שרידי בנייה,,"חא 109, עמ 104-107",,,,,,,,,,,,,,,,
3367,1581,1582,תל חמיד,1397/1456,חוף הים הדרומי,וולף שמואל ושביט אלון,4-7.1996,רומית,,תל,כפרי,,,שרידי בנייה,,"חא 109, עמ 104-107",,,,,,,,,,,,,,,,
3368,1583,1583,תל חנתון,1743/2434,גליל תחתון,גרטווגן רות,8.1987,ממלוכית,,תל,עירוני,,,קרמיקה בלבד,,"חא צג, עמ 22-23",yes,,,,,,,,,,,,,,,
3369,1583,1583,תל חנתון,1743/2434,גליל תחתון,גרטווגן רות,8.1987,צלבני,,תל,עירוני,,,שרידי בנייה,מבנה מבוצר,"חא צג, עמ 22-23",,,,,,,,,,,,,,,,
3370,1584,1584,תל חפר,1416/1977,חוף הים הדרומי,פורת יוסף,12.1991,ביזנטית,,חירבה,כפרי,,,שרידי בנייה,כבשן,"חא 100, עמ 107",,,,,,,,,,,,,,,,
3371,1587,1587,תל חשש- גבעת עמל,130/131,חוף הים הדרומי,ריטר קפלן חיה,"7-8,1.1980",ביזנטית,,חירבה,כפרי,,,שרידי בנייה,,"חא עו, עמ 18-19",,,,,,,,,,,,,,,,
3372,1736,1700,תל יבנה,12639/14156,חוף הים הדרומי,גורזלזני אמיר,5.2000.,ביזנטית,,תל,עירוני,,,שרידי בנייה,שטח תעשייה,"חא 114, עמ' 84-85",,,,,,,,,,,,,,,,
3373,1736,1804,תל יבנה,1255-6/1420-5,חוף הים הדרומי,ברש אירה,5.1999,ביזנטית,,חירבה,כפרי,,,שרידי בנייה,,"חא 113, עמ' 147-148",,,,,,,,,,,,,,,,
3374,1736,1804,תל יבנה,1255-6/1420-5,חוף הים הדרומי,ברש אירה,5.1999,מוסלמי קדום,,חירבה,כפרי,,,שרידי בנייה,,"חא 113, עמ' 147-148",yes,,,,,,,,,,,,,,,
3375,1588,1588,"תל יבנה, דרום- כבשן",1257/1413,חוף הים הדרומי,לוי יוסי,5.1991,ביזנטית,,חירבה,,,,שרידי בנייה,כבשן,"חא 99, עמ 102",,,,,,,,,,,,,,,,
3376,1736,1728,"תל יבנה, מזרח א'",1263/1417,חוף הים הדרומי,אליעז חן,10.1999,רומית,,חירבה,כפרי?,,,קרמיקה בלבד,,"חא 114, עמ' 142",,,,,,,,,,,,,,,,
3377,1736,1728,"תל יבנה, מזרח א'",1263/1417,חוף הים הדרומי,אליעז חן,10.1999,ביזנטית,,חירבה,כפרי?,,,קרמיקה בלבד,,"חא 114, עמ' 142",,,,,,,,,,,,,,,,
3378,1736,1728,"תל יבנה, מזרח א'",1263/1417,חוף הים הדרומי,אליעז חן,10.1999,מוסלמי קדום,,חירבה,כפרי?,,,קרמיקה בלבד,,"חא 114, עמ' 142",,,,,,,,,,,,,,,,
3379,1736,1729,"תל יבנה, מזרח ב'",12551/14188,חוף הים הדרומי,אליעז חן,11.1999,אין תיארוך,,חירבה,קבר,,,קבר,כנראה מוסלמי מהמאות האחרונות,"חא 114, עמ' 142",,,,,,,,,,,,,,,,
3380,1589,1589,תל יהוד,1396/1599,חוף הים הדרומי,שמואלי אורן,3.1994,אומאי,מאה 9 לספירה,תל,כפרי,,,שרידי בנייה,,"חא 108, עמ 76-77",,,,,,,,,,,,,,,,
